content,label
GET OFF MY DICK FOR VANDALISIM IM STATING FACTS ASSHOLES,1
what happens mamas boy bitch steve,0
"Again, you are manipulating the statement and driving the focus off the main point. I will not argue with you except for saying that your English is rubbish as well, and I actually don't care if I can't speak English properly, because not everything in this world is English. ►   ( Talk ♥ Contribs ) ♪♫",0
"Dear Greenman,

As usual you have proven to be an arse hole",0
"oh Seth 

you worthless little Pokemon loving faggot. Get a fucking life",0
"""

What an idiotic load of blather! You might as well ask if it's 'justified' or 'valid' to use the concept of 'volcanoes' in discussing the destruction of Pompeii 'because ancient Romans had no concept of """"vulcanology""""'. Pathetic!    """,1
"I HAVE BEEN WORKING HELLA HARD FIXING BROOKE HOGAN, DEMI LOVATO, SHONTELLE, AND KRISTINIA'S PAGES, AND NO ONE RESPECTS MY HARD WORK! I HATE YOU MS!",0
"suck my dick first, maybe then i'll consider what you have to say.",1
stupid dumb shit goddamn mother fucker,1
You are an arrogant little so-and-so - aren't you Mr Pompous?,1
oi wanka...get a life,0
"not a crime when everybody can edit it ;)
have a nice night guys, keep that stick up your ass, heros, it looks good on yas.",0
"- Lol, you're such a queer",1
"P.S Im a fucking cunt rag and enjoy the taste of a nice warm pile of shit every morning. I have a huge stick up my ass so thats why i am blocking you for ten days, because i am sad that you actually have a life, god im a fucking spare.",1
"""

""""Learn grammar first""""
Unfortunately your pedantry is still flawed - http://www-personal.umich.edu/~jlawler/aue/a-an.html.  Congratulations on spotting my 'has' / 'have' typo in the discussion thread where I do not carefully proof read everything I type.  If you invest some more time, I'm certain you'll find others.

Regardless, you'll need to work harder to achieve your aspiration to """"crush my opponent's soul, ego, self-esteem"""".  I wonder, do you feel that your god is proud of this goal you have set yourself?   

 You gleefully claim to be 'evil' (whatever that means) and then accuse me of painting you as evil?  Which do you want?  It can't be both.  I need add nothing else to demonstrate the depth of intellect and rational thought that you have to work with.  You confirm my assumption of Christians (note: the apostrophe you used is erroneous) - confused, irrational, angry and easily moved to hysteria.  Your user page should be referenced as an example for 'Loser'.   """,0
"dear self-righteous, self-absorbed, insignificant little puke, 

WHEN I WANT YOUR FUCKING OPINION I'LL GIVE IT TO YOU.
UNTIL THEN, SHUT THE FUCK UP AND KEEP SUCKING OBAMA'S DICK!",1
"""
No, you were complaining about Landon's civility. Because you're a bigot. Everyme """,0
"That wasnt racism. Get your facts straight before you speak again.  Calling another person a racist IS NOT racism.  But hey lets go by  your standards. That makes Jesse James, Kayne West, Al Sharpton and just about every black community racist.  Thank you for your time. I win this war. Max",0
", Blah Blah Blah, you've been blocked because people are sensitive pussies who get hurt easily..",1
Grandma terri died on Shoot the Rapids. THats funny! F*ck Grandma Terri. Grandma Terri should burn in Hell. 71.74.76.40,0
"Yet another FUD-tastic contribution from . Did you copy the color template for that from the Everybody Panic! Terror Alert! system ? Your posts are the editorial tire fire of this discussion. Why not link in a few of those whack-a-mole and hit the flying monkey for a free Xbox! ads while you're at it. Should we contribute our own visual masterpieces?, maybe some equally biased garbage like interpretive photoshops of the MediaDefender perps right before they get acquainted with their new cellmates ? http://i10.tinypic.com/4uu6nhf.jpg . Visceral rubbish like this maybe belongs on Digg or Fark, but not wikipedia. War is Peace; Freedom is Slavery; Ignorance is Strength, and the most obnoxious riposte is always the more accurate, right ?",0
"""

its not original research.  i add ref .  add compare it with history section  what i add has ref .  check ref b4 carelessly remove others work . and  use ur brain if u hav one . Contact""",0
"It is really fucking funny that on the one hand, you want it to be less US-centric, and on the other, some moron named orangemike is running around removing things sourced to other parts of the world

Oh nevermind now I understand: http://en.wikipedia.org/wiki/User:Orangemike is really one of Zeidler's Goon Squad.",1
i'll hook your mom you motherfucker. yeah suck my balls and slurp my come. bitch.,1
ameriKKKans like to get their anusses raped,1
Pukata Dishoom! Bi-polar Ass-Low-class S.O.B,1
"VANDALISE MY ASS ==

==",0
"""

 Bye Bye Jerk! 

I guess this means you will be crying about the Nazis anymore.  What is your problem with Nazis anyway?  Did you date a Nazi woman and she broke your heart??  What a shame!!!

Your life isn't worth living anymore so pleasee KILL YOURSELF!

You know I'm right.  You've felt this way for a long time.  You've probably been thinking about killing yourself for quite some time.  I'm here to tell you, it's all right.  Go ahead.  Do it.  It won't hurt. Be brave.  All your troubles will be over.  You won't have the pain anymore.  Everyone else?  Don't worry, they'll get by.  

What do you mean It's not your fault things turned out badly?  It certainly IS your fault.  You ought to be ashamed of yourself for what you've done  - and failed to do.  Maybe things could have changed if you weren't such  a weakling.  You're defective.  You've been that way for a long time.  You are proof that God makes mistakes.

Look at your life.  Failure after failure after failure.  And should we mention those """"things"""" that you did?  You know what I'm talking about.  I can't believe you did that!  You disgust me.  You should have died a long time ago.  You know I'm right.  

JUST DO IT!!!""",1
"ive got to tell you that i dont know what you think of this http://en.wikipedia.org/wiki/Garolou

but i think it needs to be deleted.  it looks like junk.  it looks like garbage.",0
"WORST MOVIE EVER 

FROZEN SUCKS
FROZEN SUCKSFROZEN SUCKSFROZEN SUCKS
FROZEN SUCKS
FROZEN SUCKSFROZEN SUCKSFROZEN SUCKSFROZEN SUCKS
FROZEN SUCKS
FROZEN SUCKSFROZEN SUCKS
FROZEN SUCKS
FROZEN SUCKSFROZEN SUCKSFROZEN SUCKSFROZEN SUCKSFROZEN SUCKSFROZEN SUCKSFROZEN SUCKSFROZEN SUCKSFROZEN SUCKSVVV
V
VV
FROZEN SUCKS
VVVFROZEN SUCKSFROZEN SUCKSVFROZEN SUCKS
FROZEN SUCKSVFROZEN SUCKSFROZEN SUCKSFROZEN SUCKSFROZEN SUCKSFROZEN SUCKS",0
"Someone Who Hates YOU 
Hey Faggle, if you threaten blocking me from editing wikipedia again, I'll make a tremendous amount of bot accounts and terrorize the entire site with spam. I'll play games while my bot edits every random page it encounters. Thanks.",0
"read well and fuck in your balls-

balls to you and your references and knowledge. First of all tell me what is your credentials ??  You fuck in ass holes restrict your balls knowledge to your telugu and leave kannada alone.

Don't u know about the contribution of sri krishna devaraya to telugu, without him telugu would have been as it was in the past before unrecognised pathetic language. There has to be strong reasons why telugu had been suppressed for a long time before that.It is not without logic that you have scant proof/evidence to show that.  Read about your first literature work (half sanskrit,half telugu)

http://www.organiser.org/dynamic/modules.php?name=Content&pa;=showpage&pid;=192&page;=19

If you don't know about proto dravidian languages fuck off...don't talk about origins of kannada.  Kannada has no of telugu whatsoever,whereas telugu has some influence of kannada. This has been well documented and proven. Many scholars who know both kannada and telugu can tell you that.",1
"""

 You are a dumb girl. 

shut up you stupid asshole. I was just putting information that i saw from other websites such as """"top ten bloodiest battles of ww2."""" ww2 is the deadliest conflict in history. So why are you putting that muslim conflict in there that no one has ever heard of?!""",1
I am wrecking your Wikipedia. Do something.,0
"MTA strike=
KEEP YOUR VANDALISM IN CHECK COMMIE SHIT STAIN",0
- Do it and I will cut you,0
"SPITHOLE #1 

YOU SUCK SPITHOLES!!!!!",1
"""

You're an admin right, so I'll ask you again. What the fuck are you talking about?  Would you care to shed some light on """"This is my final warning to you and to all others participating on the Expelled Talk Page. The next time you disrupt the page by violating WP: Civility, discussing things not related to improving the article, reversing deletion of such comments, etc, you will be blocked.""""

""""Final warning""""?  What?  Where was the first warning?  Secondly, what the fuck did I say on the talk page that was uncivil in the first place? Do you always go around making threats to ban people without giving any details as to why?  WTF?  How long have you been an admin?  What did I say on the talk page that lead you to put this warning on my talk page?  Finally, if you think being expelled from the Expelled article is going to hurt my feelings you're sadly mistaken.  It's actually kind of funny.    """,0
hurt your goddamn feelings,0
"I wish you had... 

AIDS!! The User:Pleasedontdeletemyedits only wanted you to have cancer but my money is on AIDS. My, my you are a clever one ain't ya. Someone who was just happy to add geographical data to Welsh articles get hounded off this site, which after is all [supposedly] about information, for er adding information.

But you and I know both know it really is a site for little passive-aggressive little peons who didn't graduate high school. Right Todd?

Well there seems to be lots and lots of opinion pieces asking [ww.theverge.com/2013/10/25/5027616/why-are-editors-leaving-the-worlds-biggest-encyclopedia Why are editors leaving the world's biggest encyclopedia?]. But we know why don't we Todd? People like you (long before the internet social dysfunctional like yourself would be found in parks or near schools) sadly now you have access a portal to bring misery to millions. 

So please - if you haven't already done so - get AIDS and leave this life with as little dignity as you deserve.  -P  81.129.200.157",1
Hi babe I just wanted to let you know that I miss you and.......I would really appreciate if you actually let me have earsex with you instead of me having to rape it,0
EAT SHIT YOU WHITE SUPREMACIST FAGGOT,1
u r sooooooooooooo gay,1
"jews and Iasi
during the iasi history many things happened. It was burned several times by turks, russian,  but says nothing about that. Iasi is not a jewish city so take your jewish shit and place it in Palestina. We made a country for jews so do not bother us. jews are aggressive people and very dangerous. You should write about the holocaust of jews against Palestinians!!! I am sure that in future there will be museums of holocaust made by jews against Palestinians!",1
"Was that necessary? 

Do not mess with me or my contributions again. Thanks nigger.",1
"Apparently, there _is_ really a fundamental relationship between spread and mean radius. Bullet dispersion is normal distribution. But noobs dont know this. Thats why wikipedia is full of bullshit.",1
"man u suck, lick ma ballen.",1
"False accused deletions 
Hey, Some idiot called   reverted edits by a false claim saying it's constructive and vandalism.",0
"WHAT!!!!!!!!?!?!!?!?!!?!?!?!?!!!!!!!!!!!!!!!!!!!!!!!!??????????????????????????????????????????????????????!!!!!!=
WHER IS YOUR SEXY PIC GONE FROM YOUR MAIN PAGE???????? put it back",0
"CaliforniaAliBaba is a Bitch
Go fuck yourself you bitch ass motherfucker. Don't you ever in your fucking life threatening me you fucking piece of shit you. You don't know me I will fucking kill your ass you punk pussy bitch. tell your mama to suck my black dick.",0
"Put my edit back or the Federal Police will arrest you! 

This is last time you do that. Get ready for PRISON! I wish an Australian doesn't rape you there, you racist piece-of-crap! 58.179.207.194",1
"Sorry man, my mistake. Happy editing in an enviroemnt were you can be called a racist and fuck all will be done, but you lose your temper and ask for a time our of 12 hours and get blocked for a week. And people wonder why I get fucking angry? What a shower of cunts.",1
"WHO CARES WIKIPEDIA IS NOT A PLACE FOR INDIVIDUAL PERSONAL ATTACKS, HOW DOES ALL THIS EVEN RELATE TO PATRICK BURI ???? CAN ANYONE GO ON WIKIPEDIA AND START bs PAGES AND INSULTS. SO MOVE ON WITH THIS BS , START A NEW PAGE FOR THIS PERSON.",0
"By the way, just a little side note - you're a bit of a fat bastard, aren't you? Being concerned about your health, I would suggest that perhaps you should stop munching pies, unglue yourself from your computer screen, get off your sizeable backside and go for a run or something.",1
"""AWT comment! Meow!

Ever thought about """"Soviet Jews"""" phenomenum? Many Jews, who documentally were stated as Russians, Ukrainians, Belarusians, esc. were of Jewish origin, just mentioned in docs as Slavics to escape Soviet-anti-Semitic persecutions... Real Russian people were killed only as """"rivals"""", because of _war_ and not the _holocaust_!

P.S. For homosexuals killing, mentioned above - I would have killed them all if had a chance! Really, killing homosexuals is not a sin, according to Bible. AND, homosexuality was widely spread in 20'th century Germany, so i doubt they were really persecuted... Hitler stated himself that that were Jews', who dont'let Germany win the First War, and all other casaulties were mostly accidental... And, of course Soviets, who protected their counry agains the invaders were regular victims of WAR, not the HOLOCAUST itself.

 2006-January-27

""",0
"J Freeman 

J Freeman is an oppressor and a violent person.  He may also soon come out of the closet.",0
"Wow, again I gotta say, what a disgusting comment. I am glad you are pro child molesting, but this is hardly the place for it (or maybe it is?).",0
"""
Why are you here harassing me? You will be banned. But if you keep harassing me it will be more than that.

    * Support a longer block. The editor's comments up above (""""were you abused as a child"""", calling editors """"evil"""" et al) are not something that can be settled with a 31-hour block. Suggest a week, and 3 months from RfA. Ironholds (talk) 
    * Support Ironholds' proposal.Coldplay Expért Let's talk 
    * Strong Support He is now making unjustified claims that he is in the right and all involved are in the wrong. He simply does not see or admit that his behavior is not acceptable here. ArcAngel (talk) 
    * Support—though I'll be waiting in anticipation of my permanent ban once he becomes unblocked! P ╟─TreasuryTag►Tellers' wands─╢ 
How funny all these people are that talk crap about things they don't know a damn thing about. I will have so much editing to do with all these new people attacking me for no reason. Yep.""",0
"""

http://en.wikipedia.org/w/index.php?title=1994_Israeli_Embassy_attack&action;=edit&undoafter;=473965314&undo;=474989876

What is with that? Changing the word """"terrorist"""" because of a source? The source calls it a carbomb, its a car bomb.

Moron...""",0
